FW,Serial No/VIN,VIN6,Ending Balance, 2100        ,VIN6,Description,Control    
2026 Subaru FORESTERSUVWI,4S4SLDL69T3079576,079576,"$39,101.00 "," (39,101.00)",079576,2026 SUBARU FORESTER    3/25/26  4S4SLDL69T3079576,R5155
2026 Subaru FORESTERSUVLI,4S4SLDR64T3039834,039834,"$39,142.00 "," (39,142.00)",039834,2026 SUBARU FORESTER    1/09/26  4S4SLDR64T3039834,R4834
2026 Subaru OUTBACKWAGONL,JF2BUPDDXTY471521,471521,"$39,165.00 "," (39,165.00)",471521,SUBARU LOANER           3/16/26  JF2BUPDDXTY471521,R4862
,,,," (39,221.00)",024228,2026 SUBARU FORESTER   12/18/25  4S4SLDR69T3024228,R4729
2026 Subaru WRX4 DOORLIMI,JF1VBAN67T8802012,802012,"$39,452.00 "," (39,452.00)",802012,"BATLIWALLA, ATISH       3/30/26  JF1VBAN67T8802012",R5180
2026 Subaru FORESTERSUVWI,4S4SLDL67T3051534,051534,"$39,506.00 "," (39,506.00)",051534,2026 SUBARU FORESTER    2/19/26  4S4SLDL67T3051534,R4970
2026 Subaru FORESTERSUVWI,4S4SLDL68T3051848,051848,"$39,506.00 "," (39,506.00)",051848,"CRISWELL, KATELIN MIC   2/16/26  4S4SLDL68T3051848",R4959
2026 Subaru FORESTERSUVTO,4S4SLDT69T3079089,079089,"$39,514.00 "," (39,514.00)",079089,"KIRKPATRICK, RODNEY C   3/31/26  4S4SLDT69T3079089",R5200
2026 GMC Truck GMC SIER 15P,3GTNHAEKXTG284445,284445,"$39,540.18 "," (39,540.18)",284445,2026 GMC SIERRA 1500    2/27/26  3GTNHAEKXTG284445,G36354
2025 GMC Truck GMC TERRN AT,3GKALYEGXTL244816,244816,"$39,577.45 "," (39,577.45)",244816,2026 GMC TERRAIN       12/08/25  3GKALYEGXTL244816,G35999
2026 Subaru FORESTERSUVTO,4S4SLDT63T3068072,068072,"$39,762.00 "," (39,762.00)",068072,2026 SUBARU FORESTER    3/17/26  4S4SLDT63T3068072,R5079
2025 GMC Truck GMC TERRN AT,3GKALYEG2TL179430,179430,"$39,777.25 "," (39,777.25)",179430,2026 GMC TERRAIN        7/01/25  3GKALYEG2TL179430,G34938
2026 Subaru FORESTERSUVTO,4S4SLDT68T3068181,068181,"$40,137.00 "," (40,137.00)",068181,2026 SUBARU FORESTER    3/11/26  4S4SLDT68T3068181,R5063
2025 Subaru ASCENTSUVONYX,4S4WMAFD6S3439473,439473,"$40,196.00 "," (40,196.00)",439473,SUBARU LOANER          12/31/25  4S4WMAFD6S3439473,R4444
2026 Subaru FORESTERSUVWI,4S4SLDL66T3039651,039651,"$40,297.00 "," (40,297.00)",039651,DOUGLASS SUBARU         1/09/26  4S4SLDL66T3039651,R4832
2026 Subaru ASCENTSUVPREM,4S4WMABD4T3412800,412800,"$40,536.00 "," (40,536.00)",412800,"POWER, DAVID WAYNE      2/19/26  4S4WMABD4T3412800",R4971
2026 Subaru OUTBACKWAGONL,JF2BUPDD9TY484261,484261,"$40,724.00 "," (40,724.00)",484261,2026 SUBARU OUTBACK     2/10/26  JF2BUPDD9TY484261,R4938
2026 Subaru OUTBACKWAGONL,JF2BUPDD8TY487295,487295,"$40,724.00 "," (40,724.00)",487295,2026 SUBARU OUTBACK     2/10/26  JF2BUPDD8TY487295,R4937
2026 Subaru OUTBACKWAGONL,JF2BUPDD9TY487547,487547,"$40,724.00 "," (40,724.00)",487547,2026 SUBARU OUTBACK     2/10/26  JF2BUPDD9TY487547,R4939
2026 Subaru OUTBACKWAGONL,JF2BUPDD9TY487953,487953,"$40,724.00 "," (40,724.00)",487953,2026 SUBARU OUTBACK     2/10/26  JF2BUPDD9TY487953,R4940
2026 Subaru OUTBACKWAGONL,JF2BUPDD4TY490680,490680,"$40,724.00 "," (40,724.00)",490680,2026 SUBARU OUTBACK     2/28/26  JF2BUPDD4TY490680,R5026
2026 Subaru OUTBACKWAGONL,JF2BUPDD4TY490730,490730,"$40,724.00 "," (40,724.00)",490730,2026 SUBARU OUTBACK     2/28/26  JF2BUPDD4TY490730,R5025
2026 Subaru ASCENTSUVPREM,4S4WMABDXT3415457,415457,"$40,844.00 "," (40,844.00)",415457,2026 SUBARU ASCENT      3/17/26  4S4WMABDXT3415457,R5081
2026 Subaru FORESTERSUVTO,4S4SLST78T3078478,078478,"$40,934.00 "," (40,934.00)",078478,"FLOWERS, LEWIS DON      3/23/26  4S4SLST78T3078478",R5120
2026 Subaru FORESTERSUVTO,4S4SLST76T3079418,079418,"$40,934.00 "," (40,934.00)",079418,2026 SUBARU FORESTER    3/25/26  4S4SLST76T3079418,R5149
2026 Subaru FORESTERSUVTO,4S4SLST77T3079430,079430,"$40,934.00 "," (40,934.00)",079430,2026 SUBARU FORESTER    3/25/26  4S4SLST77T3079430,R5150
2025 GMC Truck GMC TERRN DE,3GKALZEG7TL243080,243080,"$41,086.45 "," (41,086.45)",243080,2026 GMC TERRAIN       12/08/25  3GKALZEG7TL243080,G36001
2025 GMC Truck GMC TERRN DE,3GKALZEG1TL251384,251384,"$41,086.45 "," (41,086.45)",251384,2026 GMC TERRAIN       12/08/25  3GKALZEG1TL251384,G36003
2025 GMC Truck GMC TERRN AT,3GKALYEG0TL221075,221075,"$41,167.60 "," (41,167.60)",221075,2026 GMC TERRAIN        8/06/25  3GKALYEG0TL221075,G35088
2025 GMC Truck GMC TERRN AT,3GKALYEG6TL221470,221470,"$41,167.60 "," (41,167.60)",221470,2026 GMC TERRAIN        8/12/25  3GKALYEG6TL221470,G35109
2026 Subaru FORESTERSUVTO,4S4SLST7XT3064226,064226,"$41,182.00 "," (41,182.00)",064226,2026 SUBARU FORESTER    3/25/26  4S4SLST7XT3064226,R5158
2026 Subaru FORESTERSUVTO,4S4SLST70T3064770,064770,"$41,182.00 "," (41,182.00)",064770,2026 SUBARU FORESTER    3/23/26  4S4SLST70T3064770,R5128
2025 Buick ENVISION,LRBFZLE43SD025577,025577,"$41,198.96 "," (41,198.96)",025577,2025 BUICK ENVISION     3/12/26  LRBFZLE43SD025577,B34178
2025 GMC Truck GMC TERRN AT,3GKALYEGXTL332846,332846,"$41,417.05 "," (41,417.05)",332846,2026 GMC TERRAIN       11/14/25  3GKALYEGXTL332846,G35833
2025 GMC Truck GMC TERRN AT,3GKALYEG0TL333438,333438,"$41,417.05 "," (41,417.05)",333438,2026 GMC TERRAIN       11/05/25  3GKALYEG0TL333438,G35803
2026 Subaru OUTBACKWAGONL,JF2BUPDDXTY496080,496080,"$41,554.00 "," (41,554.00)",496080,2026 SUBARU OUTBACK     3/11/26  JF2BUPDDXTY496080,R5070
2026 Subaru OUTBACKWAGONL,JF2BUPDD3TY506075,506075,"$41,554.00 "," (41,554.00)",506075,2026 SUBARU OUTBACK     3/20/26  JF2BUPDD3TY506075,R5099
2026 Subaru OUTBACKWAGONL,JF2BUPDD0TY506132,506132,"$41,554.00 "," (41,554.00)",506132,2026 SUBARU OUTBACK     3/24/26  JF2BUPDD0TY506132,R5134
2026 Subaru OUTBACKWAGONL,JF2BUPDD2TY506892,506892,"$41,554.00 "," (41,554.00)",506892,2026 SUBARU OUTBACK     3/26/26  JF2BUPDD2TY506892,R5161
2026 Subaru OUTBACKWAGONL,JF2BUPDD2TY506911,506911,"$41,554.00 "," (41,554.00)",506911,2026 SUBARU OUTBACK     3/20/26  JF2BUPDD2TY506911,R5097
2026 Subaru OUTBACKWAGONL,JF2BUPDD2TY507248,507248,"$41,554.00 "," (41,554.00)",507248,2026 SUBARU OUTBACK     3/20/26  JF2BUPDD2TY507248,R5098
,,,," (41,624.00)",477843,2026 SUBARU OUTBACK     1/15/26  JF2BUPDD7TY477843,R4861
2025 GMC Truck GMC TERRN AT,3GKALYEG1TL222915,222915,"$41,627.95 "," (41,627.95)",222915,2026 GMC TERRAIN        8/06/25  3GKALYEG1TL222915,G35085
2025 GMC Truck GMC TERRN AT,3GKALYEG2TL222972,222972,"$41,627.95 "," (41,627.95)",222972,2026 GMC TERRAIN        8/06/25  3GKALYEG2TL222972,G35086
2025 GMC Truck GMC TERRN AT,3GKALYEG8TL234897,234897,"$41,742.55 "," (41,742.55)",234897,2026 GMC TERRAIN        8/28/25  3GKALYEG8TL234897,G35255
2026 Subaru OUTBACKWAGONL,JF2BUPDD0TY507393,507393,"$41,929.00 "," (41,929.00)",507393,2026 SUBARU OUTBACK     3/20/26  JF2BUPDD0TY507393,R5096
2025 GMC Truck GMC TERRN AT,3GKALYEG4TL235755,235755,"$42,202.90 "," (42,202.90)",235755,2026 GMC TERRAIN        8/28/25  3GKALYEG4TL235755,G35256
2025 GMC Truck GMC TERRN AT,3GKALYEG7TL239797,239797,"$42,202.90 "," (42,202.90)",239797,2026 GMC TERRAIN        9/03/25  3GKALYEG7TL239797,G35288
2025 GMC Truck GMC TERRN AT,3GKALYEG2TL310355,310355,"$42,202.90 "," (42,202.90)",310355,2026 GMC TERRAIN       10/23/25  3GKALYEG2TL310355,G35704
2026 GMC Truck GMC CNYN 2WD,1GTP1BEK6T1159072,159072,"$42,538.98 "," (42,538.98)",159072,2026 GMC CANYON        12/01/25  1GTP1BEK6T1159072,G35933
2025 GMC Truck GMC TERRN AT,3GKALYEG4TL225551,225551,"$42,709.75 "," (42,709.75)",225551,"BUENO, ISABELLA ELIZA   8/12/25  3GKALYEG4TL225551",G35107
2025 GMC Truck GMC TERRN DE,3GKALZEG6TL403322,403322,"$43,053.98 "," (43,053.98)",403322,2026 GMC TERRAIN        1/30/26  3GKALZEG6TL403322,G36188
2026 Subaru ASCENTSUVLIMI,4S4WMAGD8T3406409,406409,"$43,223.00 "," (43,223.00)",406409,2026 SUBARU ASCENT      1/29/26  4S4WMAGD8T3406409,R4731
2026 Subaru ASCENTSUVLIMI,4S4WMAGD6T3401516,401516,"$43,264.00 ",,,,
2026 Subaru OUTBACKWAGONL,JF2BURGD9TY484381,484381,"$43,650.00 "," (43,650.00)",484381,2026 SUBARU OUTBACK     2/20/26  JF2BURGD9TY484381,R4994
2026 Subaru OUTBACKWAGONL,JF2BURGDXTY470165,470165,"$43,749.00 "," (43,749.00)",470165,2026 SUBARU OUTBACK     1/22/26  JF2BURGDXTY470165,R4891
2026 Subaru OUTBACKWAGONT,JF2BURJD8TY462560,462560,"$43,817.00 "," (43,817.00)",462560,2026 SUBARU OUTBACK     1/29/26  JF2BURJD8TY462560,R4770
2026 Subaru OUTBACKWAGONL,JF2BURGD1TY503053,503053,"$44,179.00 "," (44,179.00)",503053,2026 SUBARU OUTBACK     3/20/26  JF2BURGD1TY503053,R5100
2026 Subaru OUTBACKWAGONL,JF2BURGD8TY505625,505625,"$44,179.00 "," (44,179.00)",505625,2026 SUBARU OUTBACK     3/26/26  JF2BURGD8TY505625,R5162
2026 Subaru WRX4 DOORTS,JF1VBAZ62T9801998,801998,"$44,238.00 "," (44,238.00)",801998,2026 SUBARU WRX         3/30/26  JF1VBAZ62T9801998,R5181
2026 GMC Truck GMC CNYN 2WD,1GTP1BEK7T1135217,135217,"$44,445.50 "," (44,445.50)",135217,2026 GMC CANYON        10/01/25  1GTP1BEK7T1135217,G35492
2026 Subaru OUTBACKWAGONL,JF2BURGD0TY506431,506431,"$44,554.00 "," (44,554.00)",506431,2026 SUBARU OUTBACK     3/27/26  JF2BURGD0TY506431,R5174
2026 GMC Truck GMC CNYN 2WD,1GTP1BEKXT1157342,157342,"$44,735.85 "," (44,735.85)",157342,2026 GMC CANYON        11/25/25  1GTP1BEKXT1157342,G35896
2026 GMC Truck GMC CNYN 2WD,1GTP1BEK9T1159924,159924,"$44,735.85 "," (44,735.85)",159924,2026 GMC CANYON        11/25/25  1GTP1BEK9T1159924,G35897
2026 GMC Truck GMC CNYN 2WD,1GTP1BEK4T1160527,160527,"$44,735.85 "," (44,735.85)",160527,2026 GMC CANYON        11/25/25  1GTP1BEK4T1160527,G35898
2026 GMC Truck GMC CNYN 2WD,1GTP1BEK4T1167123,167123,"$44,735.85 "," (44,735.85)",167123,2026 GMC CANYON        12/18/25  1GTP1BEK4T1167123,G36067
2025 Subaru ASCENTSUVBRON,4S4WMARD0S3440470,440470,"$44,759.00 "," (44,759.00)",440470,SUBARU LOANER          12/31/25  4S4WMARD0S3440470,R4429
2026 GMC Truck GMC ACAD ELV,1GKENKKSXTJ269885,269885,"$44,911.58 "," (44,911.58)",269885,2026 GMC ACADIA         2/18/26  1GKENKKSXTJ269885,G36318
2026 GMC Truck GMC CNYN 2WD,1GTP1BEK1T1146018,146018,"$44,975.60 "," (44,975.60)",146018,2026 GMC CANYON        10/28/25  1GTP1BEK1T1146018,G35738
2026 GMC Truck GMC CNYN 2WD,1GTP1BEK6T1146094,146094,"$44,975.60 "," (44,975.60)",146094,2026 GMC CANYON        10/28/25  1GTP1BEK6T1146094,G35737
2026 GMC Truck GMC ACAD ELV,1GKENKKS5TJ270300,270300,"$45,050.33 "," (45,050.33)",270300,2026 GMC ACADIA         2/24/26  1GKENKKS5TJ270300,G36339
2026 GMC Truck GMC CNYN 2WD,1GTP1BEK9T1155548,155548,"$45,193.73 "," (45,193.73)",155548,2026 GMC CANYON        11/25/25  1GTP1BEK9T1155548,G35899
2026 GMC Truck GMC CNYN 2WD,1GTP1BEK8T1160661,160661,"$45,193.73 "," (45,193.73)",160661,2026 GMC CANYON        11/25/25  1GTP1BEK8T1160661,G35900
2026 GMC Truck GMC CNYN 2WD,1GTP1BEK1T1160680,160680,"$45,193.73 "," (45,193.73)",160680,2026 GMC CANYON        11/25/25  1GTP1BEK1T1160680,G35901
2026 GMC Truck GMC CNYN 2WD,1GTP1BEK9T1161446,161446,"$45,193.73 "," (45,193.73)",161446,2026 GMC CANYON        12/02/25  1GTP1BEK9T1161446,G35945
2026 GMC Truck GMC CNYN 2WD,1GTP1BEK7T1161459,161459,"$45,193.73 "," (45,193.73)",161459,2026 GMC CANYON        11/25/25  1GTP1BEK7T1161459,G35902
2026 GMC Truck GMC CNYN 2WD,1GTP1BEK6T1162506,162506,"$45,193.73 "," (45,193.73)",162506,2026 GMC CANYON        12/02/25  1GTP1BEK6T1162506,G35943
2026 GMC Truck GMC CNYN 2WD,1GTP1BEK1T1162526,162526,"$45,193.73 "," (45,193.73)",162526,2026 GMC CANYON        12/02/25  1GTP1BEK1T1162526,G35944
2026 GMC Truck GMC CNYN 2WD,1GTP1BEK8T1167738,167738,"$45,193.73 "," (45,193.73)",167738,2026 GMC CANYON        12/18/25  1GTP1BEK8T1167738,G36066
2026 GMC Truck GMC CNYN 2WD,1GTP1BEKXT1168387,168387,"$45,193.73 "," (45,193.73)",168387,2026 GMC CANYON        12/18/25  1GTP1BEKXT1168387,G36073
2026 GMC Truck GMC CNYN 2WD,1GTP1BEK4T1168532,168532,"$45,193.73 "," (45,193.73)",168532,2026 GMC CANYON        12/18/25  1GTP1BEK4T1168532,G36072
2026 Buick BUCK ENVSN S,LRBFZPR49TD022170,022170,"$45,415.25 "," (45,415.25)",022170,2026 BUICK ENVISION     2/06/26  LRBFZPR49TD022170,B36216
2026 Buick BUCK ENVSN S,LRBFZPR46TD022286,022286,"$45,415.25 "," (45,415.25)",022286,2026 BUICK ENVISION     2/06/26  LRBFZPR46TD022286,B36215
2026 Buick BUCK ENVSN S,LRBFZPR46TD024474,024474,"$45,415.25 "," (45,415.25)",024474,2026 BUICK ENVISION     2/05/26  LRBFZPR46TD024474,B36212
2026 GMC Truck GMC CNYN 2WD,1GTP1BEK8T1137574,137574,"$45,417.35 "," (45,417.35)",137574,2026 GMC CANYON        10/01/25  1GTP1BEK8T1137574,G35493
2026 GMC Truck GMC CNYN 2WD,1GTP1BEK6T1141767,141767,"$45,417.35 "," (45,417.35)",141767,2026 GMC CANYON        10/14/25  1GTP1BEK6T1141767,G35632
2026 GMC Truck GMC CNYN 2WD,1GTP1BEK0T1142543,142543,"$45,417.35 "," (45,417.35)",142543,2026 GMC CANYON        10/14/25  1GTP1BEK0T1142543,G35631
2026 GMC Truck GMC CNYN 2WD,1GTP1BEK5T1143574,143574,"$45,417.35 "," (45,417.35)",143574,2026 GMC CANYON        10/14/25  1GTP1BEK5T1143574,G35630
2026 GMC Truck GMC ACAD ELV,1GKENKKS6TJ271536,271536,"$45,466.58 "," (45,466.58)",271536,2026 GMC ACADIA         2/16/26  1GKENKKS6TJ271536,G36301
2026 Buick BUCK ENVSN S,LRBFZPR46TD022210,022210,"$45,873.13 "," (45,873.13)",022210,2026 BUICK ENVISION     2/06/26  LRBFZPR46TD022210,B36213
2026 Buick BUCK ENVSN S,LRBFZPR49TD022234,022234,"$45,873.13 "," (45,873.13)",022234,2026 BUICK ENVISION     2/06/26  LRBFZPR49TD022234,B36214
2026 Buick BUCK ENVSN S,LRBFZPR40TD024440,024440,"$45,873.13 "," (45,873.13)",024440,2026 BUICK ENVISION     2/10/26  LRBFZPR40TD024440,B36246
2026 Buick BUCK ENVSN S,LRBFZPR47TD033619,033619,"$45,873.13 "," (45,873.13)",033619,2026 BUICK ENVISION     3/23/26  LRBFZPR47TD033619,B36540
2026 Buick BUCK ENVSN S,LRBFZPR47TD033636,033636,"$45,873.13 "," (45,873.13)",033636,2026 BUICK ENVISION     3/10/26  LRBFZPR47TD033636,B36411
2026 Buick BUCK ENVSN S,LRBFZPR4XTD033811,033811,"$45,873.13 "," (45,873.13)",033811,2026 BUICK ENVISION     3/10/26  LRBFZPR4XTD033811,B36412
2026 Buick BUCK ENVSN S,LRBFZPR45TD033926,033926,"$45,873.13 "," (45,873.13)",033926,2026 BUICK ENVISION     3/09/26  LRBFZPR45TD033926,B36394
2026 Buick BUCK ENVSN S,LRBFZPR41TD034149,034149,"$45,873.13 "," (45,873.13)",034149,2026 BUICK ENVISION     3/13/26  LRBFZPR41TD034149,B36446
2026 Buick BUCK ENVSN S,LRBFZPR43TD034458,034458,"$45,873.13 "," (45,873.13)",034458,2026 BUICK ENVISION     3/13/26  LRBFZPR43TD034458,B36448
2026 Buick BUCK ENVSN S,LRBFZPR43TD034508,034508,"$45,873.13 "," (45,873.13)",034508,2026 BUICK ENVISION     3/10/26  LRBFZPR43TD034508,B36414
2026 Buick BUCK ENVSN S,LRBFZPR40TD034708,034708,"$45,873.13 "," (45,873.13)",034708,2026 BUICK ENVISION     3/23/26  LRBFZPR40TD034708,B36544
2026 Buick BUCK ENVSN S,LRBFZPR47TD034737,034737,"$45,873.13 "," (45,873.13)",034737,2026 BUICK ENVISION     3/25/26  LRBFZPR47TD034737,B36576
2026 Buick BUCK ENVSN S,LRBFZPR48TD034780,034780,"$45,873.13 "," (45,873.13)",034780,2026 BUICK ENVISION     3/23/26  LRBFZPR48TD034780,B36541
2026 Buick BUCK ENVSN S,LRBFZPR41TD034863,034863,"$45,873.13 "," (45,873.13)",034863,2026 BUICK ENVISION     3/12/26  LRBFZPR41TD034863,B36433
2026 Buick BUCK ENVSN S,LRBFZPR44TD035120,035120,"$45,873.13 "," (45,873.13)",035120,2026 BUICK ENVISION     3/10/26  LRBFZPR44TD035120,B36415
2026 Buick BUCK ENVSN S,LRBFZPR42TD035584,035584,"$45,873.13 "," (45,873.13)",035584,2026 BUICK ENVISION     3/10/26  LRBFZPR42TD035584,B36413
2026 Subaru OUTBACKWAGONW,JF2BURLD7TY502673,502673,"$46,360.00 "," (46,360.00)",502673,2026 SUBARU OUTBACK     3/24/26  JF2BURLD7TY502673,R5136
2026 Subaru ASCENTSUVLIMI,4S4WMAGD9T3411263,411263,"$46,368.00 "," (46,368.00)",411263,2026 SUBARU ASCENT      2/09/26  4S4WMAGD9T3411263,R4935
2026 Buick BUCK ENVSN S,LRBFZPR45TD034199,034199,"$46,428.13 "," (46,428.13)",034199,2026 BUICK ENVISION     3/23/26  LRBFZPR45TD034199,B36542
2026 Buick BUCK ENVSN S,LRBFZPR43TD034329,034329,"$46,428.13 "," (46,428.13)",034329,2026 BUICK ENVISION     3/13/26  LRBFZPR43TD034329,B36447
2026 Buick BUCK ENVSN S,LRBFZPR40TD034434,034434,"$46,428.13 "," (46,428.13)",034434,2026 BUICK ENVISION     3/23/26  LRBFZPR40TD034434,B36543
2026 Buick BUCK ENVSN S,LRBFZPR48TD034696,034696,"$46,428.13 "," (46,428.13)",034696,2026 BUICK ENVISION     3/09/26  LRBFZPR48TD034696,B36405
2026 Buick BUCK ENVSN S,LRBFZPR42TD034712,034712,"$46,428.13 "," (46,428.13)",034712,2026 BUICK ENVISION     3/18/26  LRBFZPR42TD034712,B36484
2026 Buick BUCK ENVSN S,LRBFZPR43TD035366,035366,"$46,428.13 "," (46,428.13)",035366,2026 BUICK ENVISION     3/12/26  LRBFZPR43TD035366,B36434
2025 Subaru ASCENTSUVTOUR,4S4WMAUD7S3435256,435256,"$46,633.00 "," (46,633.00)",435256,SUBARU LOANER          11/28/25  4S4WMAUD7S3435256,R4324
2026 Subaru OUTBACKWAGONW,JF2BURLD0TY507309,507309,"$46,735.00 "," (46,735.00)",507309,2026 SUBARU OUTBACK     3/26/26  JF2BURLD0TY507309,R5165
2026 GMC Truck GMC ACAD ELV,1GKENKKS0TJ181203,181203,"$46,832.85 "," (46,832.85)",181203,2026 GMC ACADIA        10/23/25  1GKENKKS0TJ181203,G35698
2026 GMC Truck GMC ACAD ELV,1GKENKKS8TJ232589,232589,"$47,059.55 "," (47,059.55)",232589,2026 GMC ACADIA        12/17/25  1GKENKKS8TJ232589,G36054
2026 GMC Truck GMC ACAD ELV,1GKENKKS3TJ232645,232645,"$47,059.55 "," (47,059.55)",232645,2026 GMC ACADIA        12/17/25  1GKENKKS3TJ232645,G36055
,,,," (47,080.00)",401516,2026 SUBARU ASCENT     11/19/25  4S4WMAGD6T3401516,R4667
2026 Subaru OUTBACKWAGONT,JF2BURJD9TY500751,500751,"$47,108.00 "," (47,108.00)",500751,2026 SUBARU OUTBACK     3/11/26  JF2BURJD9TY500751,R5069
2026 Subaru OUTBACKWAGONT,JF2BURJD7TY502854,502854,"$47,108.00 "," (47,108.00)",502854,2026 SUBARU OUTBACK     3/26/26  JF2BURJD7TY502854,R5164
2026 Subaru OUTBACKWAGONT,JF2BURJD6TY505633,505633,"$47,108.00 "," (47,108.00)",505633,2026 SUBARU OUTBACK     3/26/26  JF2BURJD6TY505633,R5163
2026 Subaru OUTBACKWAGONT,JF2BURJD3TY507663,507663,"$47,108.00 "," (47,108.00)",507663,HUFFINES SUBARU CORIN   3/18/26  JF2BURJD3TY507663,R5091
2026 Subaru OUTBACKWAGONT,JF2BURJD3TY507680,507680,"$47,108.00 "," (47,108.00)",507680,2026 SUBARU OUTBACK     3/18/26  JF2BURJD3TY507680,R5092
2026 Subaru OUTBACKWAGONT,JF2BURJD8TY508842,508842,"$47,108.00 "," (47,108.00)",508842,"CUSSON, DEBORAH MARIE   3/23/26  JF2BURJD8TY508842",R5130
,,,," (47,108.00)",745568,2026 SUBARU CROSSTREK   3/11/26  4S4GUHD69T3745568,R5060
2026 Subaru ASCENTSUVLIMI,4S4WMAGD1T3408079,408079,"$47,248.00 "," (47,248.00)",408079,2026 SUBARU ASCENT      1/05/26  4S4WMAGD1T3408079,R4796
2026 GMC Truck GMC ACAD ELV,1GKENKKS2TJ256404,256404,"$47,256.45 "," (47,256.45)",256404,2026 GMC ACADIA         1/21/26  1GKENKKS2TJ256404,G36170
2026 GMC Truck GMC ACAD ELV,1GKENKKS5TJ256509,256509,"$47,256.45 "," (47,256.45)",256509,2026 GMC ACADIA         2/02/26  1GKENKKS5TJ256509,G36194
2026 GMC Truck GMC ACAD ELV,1GKENKKS9TJ181507,181507,"$47,293.20 "," (47,293.20)",181507,2026 GMC ACADIA        10/23/25  1GKENKKS9TJ181507,G35699
2026 GMC Truck GMC ACAD ELV,1GKENKKS4TJ186436,186436,"$47,293.20 "," (47,293.20)",186436,2026 GMC ACADIA        10/23/25  1GKENKKS4TJ186436,G35701
2026 Subaru ASCENTSUVLIMI,4S4WMAGD9T3416012,416012,"$47,333.00 "," (47,333.00)",416012,2026 SUBARU ASCENT      3/23/26  4S4WMAGD9T3416012,R5129
2026 Subaru ASCENTSUVLIMI,4S4WMAFD5T3416381,416381,"$47,333.00 "," (47,333.00)",416381,2026 SUBARU ASCENT      3/17/26  4S4WMAFD5T3416381,R5082
2026 Buick BUCK ENCLV P,5GAERAKS4TJ158907,158907,"$47,374.15 "," (47,374.15)",158907,2026 BUICK ENCLAVE      9/18/25  5GAERAKS4TJ158907,B35406
2026 Buick BUCK ENCLV P,5GAERAKS5TJ269045,269045,"$47,434.48 "," (47,434.48)",269045,2026 BUICK ENCLAVE      2/06/26  5GAERAKS5TJ269045,B36225
2026 Buick BUCK ENCLV P,5GAERAKS8TJ310123,310123,"$47,434.48 ",,,,
2026 Buick BUCK ENCLV P,5GAERAKS6TJ312369,312369,"$47,434.48 ",,,,
2025 Subaru ASCENTSUVONYX,4S4WMAWD9S3439709,439709,"$47,576.00 "," (47,576.00)",439709,SUBARU LOANER          11/26/25  4S4WMAWD9S3439709,R4459
2026 Subaru ASCENTSUVLIMI,4S4WMAHD8T3411169,411169,"$47,610.00 "," (47,610.00)",411169,2026 SUBARU ASCENT      2/16/26  4S4WMAHD8T3411169,R4961
2026 GMC Truck GMC ACAD ELV,1GKENKKS0TJ232120,232120,"$47,614.55 "," (47,614.55)",232120,2026 GMC ACADIA        12/12/25  1GKENKKS0TJ232120,G36034
2026 GMC Truck GMC ACAD ELV,1GKENKKS7TJ232194,232194,"$47,614.55 "," (47,614.55)",232194,2026 GMC ACADIA        12/18/25  1GKENKKS7TJ232194,G36074
2025 Subaru ASCENTSUVONYX,4S4WMAWD9S3432467,432467,"$47,623.00 "," (47,623.00)",432467,4S4WMAWD9S3432467,R4215
2026 GMC Truck GMC ACAD ELV,1GKENKKS3TJ254659,254659,"$47,811.45 "," (47,811.45)",254659,2026 GMC ACADIA         1/20/26  1GKENKKS3TJ254659,G36169
2026 GMC Truck GMC ACAD ELV,1GKENKKS5TJ184453,184453,"$47,851.20 "," (47,851.20)",184453,2026 GMC ACADIA        10/17/25  1GKENKKS5TJ184453,G35657
2026 Subaru OUTBACKWAGONW,JF2BURMD4TY508865,508865,"$48,065.00 "," (48,065.00)",508865,"WILLIAMS, ERIN SHELBY   3/26/26  JF2BURMD4TY508865",R5166
2026 Subaru ASCENTSUVLIMI,4S4WMAHD1T3402023,402023,"$48,066.00 "," (48,066.00)",402023,2026 SUBARU ASCENT     11/24/25  4S4WMAHD1T3402023,R4676
2026 GMC Truck GMC ACAD ELV,1GKENKKS1TJ251288,251288,"$48,088.95 "," (48,088.95)",251288,2026 GMC ACADIA         1/20/26  1GKENKKS1TJ251288,G36159
2026 GMC Truck GMC ACAD ELV,1GKENKKS8TJ251563,251563,"$48,088.95 "," (48,088.95)",251563,2026 GMC ACADIA         1/20/26  1GKENKKS8TJ251563,G36161
2026 GMC Truck GMC ACAD ELV,1GKENKKS7TJ251389,251389,"$48,227.70 "," (48,227.70)",251389,2026 GMC ACADIA         1/29/26  1GKENKKS7TJ251389,G36182
2026 Subaru ASCENTSUVLIMI,4S4WMAHD8T3415920,415920,"$48,353.00 "," (48,353.00)",415920,2026 SUBARU ASCENT      3/11/26  4S4WMAHD8T3415920,R5059
2026 GMC Truck GMC ACAD ELV,1GKENKKS3TJ236565,236565,"$48,447.05 "," (48,447.05)",236565,2026 GMC ACADIA        12/22/25  1GKENKKS3TJ236565,G36084
2026 GMC Truck GMC ACAD ELV,1GKENKKS1TJ139283,139283,"$48,594.73 "," (48,594.73)",139283,2026 GMC ACADIA        12/08/25  1GKENKKS1TJ139283,G36004
2026 Buick BUCK ENCLV P,5GAERAKS4TJ165310,165310,"$49,434.10 "," (49,434.10)",165310,2026 BUICK ENCLAVE      9/24/25  5GAERAKS4TJ165310,B35447
